"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"english-cottage-keswick","Keswick","<p>Keswick pattern from our English-cottage collection. Pattern #01-03-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-103-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/keswick_67f90044-e9ab-4ea2-8365-8d318b1257ef.jpg?v=1772068542","1","Keswick pattern thumbnail","Keswick - English-cottage Collection | ColorFlex Wallpaper","Keswick pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","keswick","6","Baskets,Flowers & Fruit,Grapes,Flowers,Small Leaves,Large Leaves","24x24","straight","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW0034 ROYCROFT ROSE,SW0033 REMBRANDT RUBY,SW7697 SAFARI,SW7726 LEMON VERBENA,SW7729 EDAMAME","01-03-103","03","103",""
"english-cottage-chippendale","Chippendale","<p>Chippendale pattern from our English-cottage collection. Pattern #01-03-119. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-119-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chippendale.jpg?v=1762696245","","","Chippendale - English-cottage Collection | ColorFlex Wallpaper","Chippendale pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","chippendale","10","Cradenza,Layer 2,Settee,Chair 1,Chair 2,Chair 3,Vase 1,Vase 2,Vase 3,Tiny Plants","24x24","half-drop","SC0001 COTTAGE LINEN,SW0080 PINK FLAMINGO,SW6610 LUPINE,SW6811 HONORABLE BLUE,SW6810 LUPINE,SW7588 SHOW STOPPER,SW6439 GREENFIELD,SW6558 PLUMMY,SW6558 PLUMMY,SW6395 ALCHEMY,SW6425 RELENTLESS OLIVE","01-03-119","03","119",""
"english-cottage-wakefield","Wakefield","<p>Wakefield pattern from our English-cottage collection. Pattern #01-03-128. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-128-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/wakefield.jpg?v=1762696245","1","Wakefield pattern thumbnail","Wakefield - English-cottage Collection | ColorFlex Wallpaper","Wakefield pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","wakefield","2","Stripes,Floral","24x24","straight","SC0001 COTTAGE LINEN,SW0053 PORCELAIN,SW7509 TIKI HUT","01-03-128","03","128",""
"english-cottage-wakefield","Wakefield","<p>Wakefield pattern from our English-cottage collection. Pattern #01-03-128. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-128-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/wakefield.jpg?v=1762696245","","","Wakefield - English-cottage Collection | ColorFlex Wallpaper","Wakefield pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","wakefield","2","Stripes,Floral","24x24","straight","SC0001 COTTAGE LINEN,SW0053 PORCELAIN,SW7509 TIKI HUT","01-03-128","03","128",""
"english-cottage-wakefield","Wakefield","<p>Wakefield pattern from our English-cottage collection. Pattern #01-03-128. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-128-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/wakefield.jpg?v=1762696245","","","Wakefield - English-cottage Collection | ColorFlex Wallpaper","Wakefield pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","wakefield","2","Stripes,Floral","24x24","straight","SC0001 COTTAGE LINEN,SW0053 PORCELAIN,SW7509 TIKI HUT","01-03-128","03","128",""
"english-cottage-canterbury","Canterbury","<p>Canterbury pattern from our English-cottage collection. Pattern #01-03-116. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-116-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/canterbury.jpg?v=1762696247","1","Canterbury pattern thumbnail","Canterbury - English-cottage Collection | ColorFlex Wallpaper","Canterbury pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","canterbury","4","Frame Design,Fine Line,Leaves,Pinecone","24x20","straight","SW7069 IRON ORE,SW6214 UNDERSEAS,SW6158 SAWDUST,SW7726 LEMON VERBENA,SW0043 PERISTYLE BRASS","01-03-116","03","116",""
"english-cottage-canterbury","Canterbury","<p>Canterbury pattern from our English-cottage collection. Pattern #01-03-116. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-116-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/canterbury.jpg?v=1762696247","","","Canterbury - English-cottage Collection | ColorFlex Wallpaper","Canterbury pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","canterbury","4","Frame Design,Fine Line,Leaves,Pinecone","24x20","straight","SW7069 IRON ORE,SW6214 UNDERSEAS,SW6158 SAWDUST,SW7726 LEMON VERBENA,SW0043 PERISTYLE BRASS","01-03-116","03","116",""
"english-cottage-canterbury","Canterbury","<p>Canterbury pattern from our English-cottage collection. Pattern #01-03-116. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-116-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/canterbury.jpg?v=1762696247","","","Canterbury - English-cottage Collection | ColorFlex Wallpaper","Canterbury pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","canterbury","4","Frame Design,Fine Line,Leaves,Pinecone","24x20","straight","SW7069 IRON ORE,SW6214 UNDERSEAS,SW6158 SAWDUST,SW7726 LEMON VERBENA,SW0043 PERISTYLE BRASS","01-03-116","03","116",""
"english-cottage-lyme-regis","Lyme Regis","<p>Lyme Regis pattern from our English-cottage collection. Pattern #01-03-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-110-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/lyme-regis.jpg?v=1772068553","1","Lyme Regis pattern thumbnail","Lyme Regis - English-cottage Collection | ColorFlex Wallpaper","Lyme Regis pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","lyme-regis","9","Center Flourish,Design,Vines,Cone Flower,Pineapple,Pomegranates,Pineapple Top,Large Flower,Center Vine","24x30","straight","SW6990 CAVIAR,SW7726 LEMON VERBENA,SW7697 SAFARI,SW7729 EDAMAME,SW0034 ROYCROFT ROSE,SW7697 SAFARI,SW0033 REMBRANDT RUBY,SW0043 PERISTYLE BRASS,SW6242 BRACING BLUE,SW0043 PERISTYLE BRASS","01-03-110","03","110",""
"english-cottage-lyme-regis","Lyme Regis","<p>Lyme Regis pattern from our English-cottage collection. Pattern #01-03-110. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-110-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/lyme-regis.jpg?v=1772068553","","","Lyme Regis - English-cottage Collection | ColorFlex Wallpaper","Lyme Regis pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","lyme-regis","9","Center Flourish,Design,Vines,Cone Flower,Pineapple,Pomegranates,Pineapple Top,Large Flower,Center Vine","24x30","straight","SW6990 CAVIAR,SW7726 LEMON VERBENA,SW7697 SAFARI,SW7729 EDAMAME,SW0034 ROYCROFT ROSE,SW7697 SAFARI,SW0033 REMBRANDT RUBY,SW0043 PERISTYLE BRASS,SW6242 BRACING BLUE,SW0043 PERISTYLE BRASS","01-03-110","03","110",""
"english-cottage-lyme-regis","Lyme Regis","<p>Lyme Regis pattern from our English-cottage collection. Pattern #01-03-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-110-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/lyme-regis.jpg?v=1772068553","","","Lyme Regis - English-cottage Collection | ColorFlex Wallpaper","Lyme Regis pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","lyme-regis","9","Center Flourish,Design,Vines,Cone Flower,Pineapple,Pomegranates,Pineapple Top,Large Flower,Center Vine","24x30","straight","SW6990 CAVIAR,SW7726 LEMON VERBENA,SW7697 SAFARI,SW7729 EDAMAME,SW0034 ROYCROFT ROSE,SW7697 SAFARI,SW0033 REMBRANDT RUBY,SW0043 PERISTYLE BRASS,SW6242 BRACING BLUE,SW0043 PERISTYLE BRASS","01-03-110","03","110",""
"english-cottage-dartmouth","Dartmouth","<p>Dartmouth pattern from our English-cottage collection. Pattern #01-03-109. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-109-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/dartmouth.jpg?v=1762696248","1","Dartmouth pattern thumbnail","Dartmouth - English-cottage Collection | ColorFlex Wallpaper","Dartmouth pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","dartmouth","3","Leaves,Thistle,Shields","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY,SW6242 BRACING BLUE,SW0037 MORRIS ROOM GREY","01-03-109","03","109",""
"english-cottage-dartmouth","Dartmouth","<p>Dartmouth pattern from our English-cottage collection. Pattern #01-03-109. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-109-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/dartmouth.jpg?v=1762696248","","","Dartmouth - English-cottage Collection | ColorFlex Wallpaper","Dartmouth pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","dartmouth","3","Leaves,Thistle,Shields","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY,SW6242 BRACING BLUE,SW0037 MORRIS ROOM GREY","01-03-109","03","109",""
