"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant","product.metafields.color_flex.collection_description"
"bombay-chakapara","Chakapara","<p>Chakapara pattern from our Bombay collection. Pattern #01-08-103. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-08-103-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chakapara.jpg?v=1773283803","","","Chakapara - Bombay Collection | ColorFlex Wallpaper","Chakapara pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","chakapara","1","Layer 1","24x24","straight","SW6811 HONORABLE BLUE,SC0001 COTTAGE LINEN","01-08-103","08","103","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-chakapara","Chakapara","<p>Chakapara pattern from our Bombay collection. Pattern #01-08-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-08-103-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chakapara.jpg?v=1773283803","","","Chakapara - Bombay Collection | ColorFlex Wallpaper","Chakapara pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","chakapara","1","Layer 1","24x24","straight","SW6811 HONORABLE BLUE,SC0001 COTTAGE LINEN","01-08-103","08","103","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-delhi-large","Delhi Large","<p>Delhi Large pattern from our Bombay collection. Pattern #01-08-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-08-104-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/delhi-large.jpg?v=1773283805","1","Delhi Large pattern thumbnail","Delhi Large - Bombay Collection | ColorFlex Wallpaper","Delhi Large pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","delhi-large","2","Tiny Flower,Floral","24x24","straight","SW6810 LUPINE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-08-104","08","104","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-delhi-large","Delhi Large","<p>Delhi Large pattern from our Bombay collection. Pattern #01-08-104. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-08-104-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/delhi-large.jpg?v=1773283805","","","Delhi Large - Bombay Collection | ColorFlex Wallpaper","Delhi Large pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","delhi-large","2","Tiny Flower,Floral","24x24","straight","SW6810 LUPINE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-08-104","08","104","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-delhi-large","Delhi Large","<p>Delhi Large pattern from our Bombay collection. Pattern #01-08-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-08-104-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/delhi-large.jpg?v=1773283805","","","Delhi Large - Bombay Collection | ColorFlex Wallpaper","Delhi Large pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","delhi-large","2","Tiny Flower,Floral","24x24","straight","SW6810 LUPINE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-08-104","08","104","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-delhi-mini","Delhi Mini","<p>Delhi Mini pattern from our Bombay collection. Pattern #01-08-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-08-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/delhi-mini.jpg?v=1773283806","1","Delhi Mini pattern thumbnail","Delhi Mini - Bombay Collection | ColorFlex Wallpaper","Delhi Mini pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","delhi-mini","1","Design","24x24","straight","SW6558 PLUMMY,SC0001 COTTAGE LINEN","01-08-105","08","105","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-delhi-mini","Delhi Mini","<p>Delhi Mini pattern from our Bombay collection. Pattern #01-08-105. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-08-105-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/delhi-mini.jpg?v=1773283806","","","Delhi Mini - Bombay Collection | ColorFlex Wallpaper","Delhi Mini pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","delhi-mini","1","Design","24x24","straight","SW6558 PLUMMY,SC0001 COTTAGE LINEN","01-08-105","08","105","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-delhi-mini","Delhi Mini","<p>Delhi Mini pattern from our Bombay collection. Pattern #01-08-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-08-105-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/delhi-mini.jpg?v=1773283806","","","Delhi Mini - Bombay Collection | ColorFlex Wallpaper","Delhi Mini pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","delhi-mini","1","Design","24x24","straight","SW6558 PLUMMY,SC0001 COTTAGE LINEN","01-08-105","08","105","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-harchandi","Harchandi","<p>Harchandi pattern from our Bombay collection. Pattern #01-08-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-08-106-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/harchandi.jpg?v=1773283807","1","Harchandi pattern thumbnail","Harchandi - Bombay Collection | ColorFlex Wallpaper","Harchandi pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","harchandi","1","Design","24x24","straight","SW7588 SHOW STOPPER,SC0001 COTTAGE LINEN","01-08-106","08","106","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-harchandi","Harchandi","<p>Harchandi pattern from our Bombay collection. Pattern #01-08-106. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-08-106-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/harchandi.jpg?v=1773283807","","","Harchandi - Bombay Collection | ColorFlex Wallpaper","Harchandi pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","harchandi","1","Design","24x24","straight","SW7588 SHOW STOPPER,SC0001 COTTAGE LINEN","01-08-106","08","106","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-harchandi","Harchandi","<p>Harchandi pattern from our Bombay collection. Pattern #01-08-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-08-106-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/harchandi.jpg?v=1773283807","","","Harchandi - Bombay Collection | ColorFlex Wallpaper","Harchandi pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","harchandi","1","Design","24x24","straight","SW7588 SHOW STOPPER,SC0001 COTTAGE LINEN","01-08-106","08","106","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
"bombay-jaipur-weeping-flower","Jaipur Weeping Flower","<p>Jaipur Weeping Flower pattern from our Bombay collection. Pattern #01-08-107. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Bombay","Home & Garden > Decor","ColorFlex Pattern","bombay, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-08-107-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/jaipur-weeping-flower.jpg?v=1773283809","1","Jaipur Weeping Flower pattern thumbnail","Jaipur Weeping Flower - Bombay Collection | ColorFlex Wallpaper","Jaipur Weeping Flower pattern from our Bombay collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","bombay","jaipur-weeping-flower","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW6395 ALCHEMY","01-08-107","08","107","","Our BOMBAY COLLECTION is inspired by the ancient art of block printed fabrics from India.  
Shown here in traditional colorways and designed to mix and match with endless combinations, these timeless designs can add a cozy, cottage feel to any decorating scheme.  Experiment with your favorite colors and resize the images for various looks."
