"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"dished-up-alphabets","Alphabets","<p>Alphabets pattern from our Dished-up collection. Pattern #01-07-104

. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-07-104

-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/alphabets.jpg","","","Alphabets - Dished-up Collection | ColorFlex Wallpaper","Alphabets pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","alphabets","0","","24x24","half-drop","COLOR FIXED","01-07-104

","","",""
"dished-up-alphabets","Alphabets","<p>Alphabets pattern from our Dished-up collection. Pattern #01-07-104

. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-07-104

-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/alphabets.jpg","","","Alphabets - Dished-up Collection | ColorFlex Wallpaper","Alphabets pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","alphabets","0","","24x24","half-drop","COLOR FIXED","01-07-104

","","",""
"dished-up-pink","Pink","<p>Pink pattern from our Dished-up collection. Pattern #01-07-107. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-07-107-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/pink.jpg","1","Pink pattern thumbnail","Pink - Dished-up Collection | ColorFlex Wallpaper","Pink pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","pink","0","","24x24","half-drop","COLOR FIXED","01-07-107","07","107",""
"dished-up-pink","Pink","<p>Pink pattern from our Dished-up collection. Pattern #01-07-107. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-07-107-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/pink.jpg","","","Pink - Dished-up Collection | ColorFlex Wallpaper","Pink pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","pink","0","","24x24","half-drop","COLOR FIXED","01-07-107","07","107",""
"dished-up-pink","Pink","<p>Pink pattern from our Dished-up collection. Pattern #01-07-107. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-07-107-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/pink.jpg","","","Pink - Dished-up Collection | ColorFlex Wallpaper","Pink pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","pink","0","","24x24","half-drop","COLOR FIXED","01-07-107","07","107",""
"dished-up-blue","Blue","<p>Blue pattern from our Dished-up collection. Pattern #01-07-101
. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-07-101
-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/blue.jpg","1","Blue pattern thumbnail","Blue - Dished-up Collection | ColorFlex Wallpaper","Blue pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","blue","0","","24x24","half-drop","COLOR FIXED","01-07-101
","","",""
"dished-up-blue","Blue","<p>Blue pattern from our Dished-up collection. Pattern #01-07-101
. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-07-101
-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/blue.jpg","","","Blue - Dished-up Collection | ColorFlex Wallpaper","Blue pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","blue","0","","24x24","half-drop","COLOR FIXED","01-07-101
","","",""
"dished-up-blue","Blue","<p>Blue pattern from our Dished-up collection. Pattern #01-07-101
. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-07-101
-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/blue.jpg","","","Blue - Dished-up Collection | ColorFlex Wallpaper","Blue pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","blue","0","","24x24","half-drop","COLOR FIXED","01-07-101
","","",""
"dished-up-brown","Brown","<p>Brown pattern from our Dished-up collection. Pattern #01-07-105

. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-07-105

-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/brown.jpg","1","Brown pattern thumbnail","Brown - Dished-up Collection | ColorFlex Wallpaper","Brown pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","brown","0","","24x24","half-drop","COLOR FIXED","01-07-105

","","",""
"dished-up-brown","Brown","<p>Brown pattern from our Dished-up collection. Pattern #01-07-105

. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-07-105

-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/brown.jpg","","","Brown - Dished-up Collection | ColorFlex Wallpaper","Brown pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","brown","0","","24x24","half-drop","COLOR FIXED","01-07-105

","","",""
"dished-up-brown","Brown","<p>Brown pattern from our Dished-up collection. Pattern #01-07-105

. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-07-105

-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/brown.jpg","","","Brown - Dished-up Collection | ColorFlex Wallpaper","Brown pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","brown","0","","24x24","half-drop","COLOR FIXED","01-07-105

","","",""
"dished-up-avocado","Avocado","<p>Avocado pattern from our Dished-up collection. Pattern #01-07-102. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-07-102-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/avocado.jpg","1","Avocado pattern thumbnail","Avocado - Dished-up Collection | ColorFlex Wallpaper","Avocado pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","avocado","0","","24x24","half-drop","COLOR FIXED","01-07-102","07","102",""
"dished-up-avocado","Avocado","<p>Avocado pattern from our Dished-up collection. Pattern #01-07-102. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-07-102-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/avocado.jpg","","","Avocado - Dished-up Collection | ColorFlex Wallpaper","Avocado pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","avocado","0","","24x24","half-drop","COLOR FIXED","01-07-102","07","102",""
"dished-up-avocado","Avocado","<p>Avocado pattern from our Dished-up collection. Pattern #01-07-102. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-07-102-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/avocado.jpg","","","Avocado - Dished-up Collection | ColorFlex Wallpaper","Avocado pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","avocado","0","","24x24","half-drop","COLOR FIXED","01-07-102","07","102",""
"dished-up-spruce","Spruce","<p>Spruce pattern from our Dished-up collection. Pattern #01-07-103. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-07-103-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/spruce.jpg","1","Spruce pattern thumbnail","Spruce - Dished-up Collection | ColorFlex Wallpaper","Spruce pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","spruce","0","","24x24","half-drop","COLOR FIXED","01-07-103","07","103",""
"dished-up-spruce","Spruce","<p>Spruce pattern from our Dished-up collection. Pattern #01-07-103. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-07-103-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/spruce.jpg","","","Spruce - Dished-up Collection | ColorFlex Wallpaper","Spruce pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","spruce","0","","24x24","half-drop","COLOR FIXED","01-07-103","07","103",""
"dished-up-spruce","Spruce","<p>Spruce pattern from our Dished-up collection. Pattern #01-07-103. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","dished-up, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-07-103-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/dished-up/thumbnails/spruce.jpg","","","Spruce - Dished-up Collection | ColorFlex Wallpaper","Spruce pattern from our Dished-up collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","dished-up","spruce","0","","24x24","half-drop","COLOR FIXED","01-07-103","07","103",""
