"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"ancient-tiles-amsterdam","Amsterdam","<p>Amsterdam pattern from our Ancient-tiles collection. Pattern #01-13-106
. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-106
-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/amsterdam.jpg","","","Amsterdam - Ancient-tiles Collection | ColorFlex Wallpaper","Amsterdam pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","amsterdam","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-106
","","",""
"ancient-tiles-amsterdam","Amsterdam","<p>Amsterdam pattern from our Ancient-tiles collection. Pattern #01-13-106
. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-106
-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/amsterdam.jpg","","","Amsterdam - Ancient-tiles Collection | ColorFlex Wallpaper","Amsterdam pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","amsterdam","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-106
","","",""
"ancient-tiles-hastings","Hastings","<p>Hastings pattern from our Ancient-tiles collection. Pattern #01-13-104. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-104-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/hastings.jpg","1","Hastings pattern thumbnail","Hastings - Ancient-tiles Collection | ColorFlex Wallpaper","Hastings pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","hastings","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-104","13","104",""
"ancient-tiles-hastings","Hastings","<p>Hastings pattern from our Ancient-tiles collection. Pattern #01-13-104. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-104-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/hastings.jpg","","","Hastings - Ancient-tiles Collection | ColorFlex Wallpaper","Hastings pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","hastings","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-104","13","104",""
"ancient-tiles-hastings","Hastings","<p>Hastings pattern from our Ancient-tiles collection. Pattern #01-13-104. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-104-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/hastings.jpg","","","Hastings - Ancient-tiles Collection | ColorFlex Wallpaper","Hastings pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","hastings","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-104","13","104",""
"ancient-tiles-plymouth","Plymouth","<p>Plymouth pattern from our Ancient-tiles collection. Pattern #01-13-103. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-103-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/plymouth.jpg","1","Plymouth pattern thumbnail","Plymouth - Ancient-tiles Collection | ColorFlex Wallpaper","Plymouth pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","plymouth","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-103","13","103",""
"ancient-tiles-plymouth","Plymouth","<p>Plymouth pattern from our Ancient-tiles collection. Pattern #01-13-103. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-103-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/plymouth.jpg","","","Plymouth - Ancient-tiles Collection | ColorFlex Wallpaper","Plymouth pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","plymouth","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-103","13","103",""
"ancient-tiles-plymouth","Plymouth","<p>Plymouth pattern from our Ancient-tiles collection. Pattern #01-13-103. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-103-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/plymouth.jpg","","","Plymouth - Ancient-tiles Collection | ColorFlex Wallpaper","Plymouth pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","plymouth","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-103","13","103",""
"ancient-tiles-algiers","Algiers","<p>Algiers pattern from our Ancient-tiles collection. Pattern #01-13-101. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-101-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/algiers.jpg","1","Algiers pattern thumbnail","Algiers - Ancient-tiles Collection | ColorFlex Wallpaper","Algiers pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","algiers","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-101","13","101",""
"ancient-tiles-algiers","Algiers","<p>Algiers pattern from our Ancient-tiles collection. Pattern #01-13-101. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-101-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/algiers.jpg","","","Algiers - Ancient-tiles Collection | ColorFlex Wallpaper","Algiers pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","algiers","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-101","13","101",""
"ancient-tiles-algiers","Algiers","<p>Algiers pattern from our Ancient-tiles collection. Pattern #01-13-101. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-101-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/algiers.jpg","","","Algiers - Ancient-tiles Collection | ColorFlex Wallpaper","Algiers pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","algiers","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-101","13","101",""
"ancient-tiles-corsica","Corsica","<p>Corsica pattern from our Ancient-tiles collection. Pattern #01-13-105. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/corsica.jpg","1","Corsica pattern thumbnail","Corsica - Ancient-tiles Collection | ColorFlex Wallpaper","Corsica pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","corsica","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-105","13","105",""
"ancient-tiles-corsica","Corsica","<p>Corsica pattern from our Ancient-tiles collection. Pattern #01-13-105. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-105-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/corsica.jpg","","","Corsica - Ancient-tiles Collection | ColorFlex Wallpaper","Corsica pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","corsica","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-105","13","105",""
"ancient-tiles-corsica","Corsica","<p>Corsica pattern from our Ancient-tiles collection. Pattern #01-13-105. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-105-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/corsica.jpg","","","Corsica - Ancient-tiles Collection | ColorFlex Wallpaper","Corsica pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","corsica","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-105","13","105",""
"ancient-tiles-izmir","Izmir","<p>Izmir pattern from our Ancient-tiles collection. Pattern #01-13-110. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-110-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/izmir.jpg","1","Izmir pattern thumbnail","Izmir - Ancient-tiles Collection | ColorFlex Wallpaper","Izmir pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","izmir","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-110","13","110",""
"ancient-tiles-izmir","Izmir","<p>Izmir pattern from our Ancient-tiles collection. Pattern #01-13-110. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-110-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/izmir.jpg","","","Izmir - Ancient-tiles Collection | ColorFlex Wallpaper","Izmir pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","izmir","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-110","13","110",""
"ancient-tiles-izmir","Izmir","<p>Izmir pattern from our Ancient-tiles collection. Pattern #01-13-110. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-110-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/izmir.jpg","","","Izmir - Ancient-tiles Collection | ColorFlex Wallpaper","Izmir pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","izmir","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-110","13","110",""
