"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant","product.metafields.color_flex.collection_description"
"new-orleans-beauregard-full-color","Beauregard Full Color","<p>Beauregard Full Color wallpaper customization - five-color filigree candelabra over wide stripes in luminous New Orleans splendor. The beloved Beauregard design elevated to full chromatic glory - delicate filigree candelabra now rendered in three rich independent colors plus a detail sketch outline, all floating over the classic wide-stripe background - customize stripe color one, stripe color two, candelabra color one, candelabra color two, candelabra color three, and sketch outline independently to Sherwin Williams paints and resize. Maximalist candlelit artistry perfect for jewel-toned dining rooms, dramatic New Orleans-inspired bedrooms, bold powder rooms, statement entryways, and spaces celebrating that intoxicating full-color fusion of Southern Gothic theater and Creole decorative opulence. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-17-103C-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/beauregard-full-color.jpg?v=1773356437","","","Beauregard Full Color - New Orleans Collection | ColorFlex Wallpaper","Beauregard Full Color wallpaper customization - five-color filigree candelabra over wide stripes in luminous New Orleans splendor. The beloved Beauregard design elevated to full chromatic glory - delicate filigree candelabra now rendered in three rich independent colors plus a detail sketch outline, all floating ove...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","beauregard-full-color","6","Stripes,Hearts,Leaves,Pettals,Vines,Outline","24x24","straight","SW7698 STRAW HARVEST,SW0050 CLASSIC LIGHT BUFF,SW7726 LELMON VERBENA,SW0043 PERISTYLE BRASS,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7069 IRON ORE","01-17-103C","17","103","C","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-beauregard-full-color","Beauregard Full Color","<p>Beauregard Full Color wallpaper customization - five-color filigree candelabra over wide stripes in luminous New Orleans splendor. The beloved Beauregard design elevated to full chromatic glory - delicate filigree candelabra now rendered in three rich independent colors plus a detail sketch outline, all floating over the classic wide-stripe background - customize stripe color one, stripe color two, candelabra color one, candelabra color two, candelabra color three, and sketch outline independently to Sherwin Williams paints and resize. Maximalist candlelit artistry perfect for jewel-toned dining rooms, dramatic New Orleans-inspired bedrooms, bold powder rooms, statement entryways, and spaces celebrating that intoxicating full-color fusion of Southern Gothic theater and Creole decorative opulence. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-17-103C-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/beauregard-full-color.jpg?v=1773356437","","","Beauregard Full Color - New Orleans Collection | ColorFlex Wallpaper","Beauregard Full Color wallpaper customization - five-color filigree candelabra over wide stripes in luminous New Orleans splendor. The beloved Beauregard design elevated to full chromatic glory - delicate filigree candelabra now rendered in three rich independent colors plus a detail sketch outline, all floating ove...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","beauregard-full-color","6","Stripes,Hearts,Leaves,Pettals,Vines,Outline","24x24","straight","SW7698 STRAW HARVEST,SW0050 CLASSIC LIGHT BUFF,SW7726 LELMON VERBENA,SW0043 PERISTYLE BRASS,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7069 IRON ORE","01-17-103C","17","103","C","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-caldwell","Caldwell","<p>Caldwell wallpaper customization - two-color elaborate wall planter overflowing with lush botanicals in romantic New Orleans style. A gloriously abundant illustrated wall-mounted planter spills forth with lavish greens, trailing stems, and full blooming flowers in that richly detailed botanical illustration tradition beloved of French Creole courtyards and sun-warmed Southern garden walls - customize planter and botanical abundance against background color independently to Sherwin Williams paints and resize. Lush botanical artistry perfect for New Orleans-inspired sunrooms, romantic dining rooms, garden-view breakfast nooks, verdant bedroom feature walls, and spaces celebrating that irresistible Southern love of overflowing courtyard garden abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-17-104-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/caldwell.jpg?v=1773356438","1","Caldwell pattern thumbnail","Caldwell - New Orleans Collection | ColorFlex Wallpaper","Caldwell wallpaper customization - two-color elaborate wall planter overflowing with lush botanicals in romantic New Orleans style. A gloriously abundant illustrated wall-mounted planter spills forth with lavish greens, trailing stems, and full blooming flowers in that richly detailed botanical illustration traditio...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","caldwell","1","Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW0055 LIGHT FRENCH GREY","01-17-104","17","104","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-caldwell","Caldwell","<p>Caldwell wallpaper customization - two-color elaborate wall planter overflowing with lush botanicals in romantic New Orleans style. A gloriously abundant illustrated wall-mounted planter spills forth with lavish greens, trailing stems, and full blooming flowers in that richly detailed botanical illustration tradition beloved of French Creole courtyards and sun-warmed Southern garden walls - customize planter and botanical abundance against background color independently to Sherwin Williams paints and resize. Lush botanical artistry perfect for New Orleans-inspired sunrooms, romantic dining rooms, garden-view breakfast nooks, verdant bedroom feature walls, and spaces celebrating that irresistible Southern love of overflowing courtyard garden abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-17-104-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/caldwell.jpg?v=1773356438","","","Caldwell - New Orleans Collection | ColorFlex Wallpaper","Caldwell wallpaper customization - two-color elaborate wall planter overflowing with lush botanicals in romantic New Orleans style. A gloriously abundant illustrated wall-mounted planter spills forth with lavish greens, trailing stems, and full blooming flowers in that richly detailed botanical illustration traditio...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","caldwell","1","Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW0055 LIGHT FRENCH GREY","01-17-104","17","104","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-caldwell","Caldwell","<p>Caldwell wallpaper customization - two-color elaborate wall planter overflowing with lush botanicals in romantic New Orleans style. A gloriously abundant illustrated wall-mounted planter spills forth with lavish greens, trailing stems, and full blooming flowers in that richly detailed botanical illustration tradition beloved of French Creole courtyards and sun-warmed Southern garden walls - customize planter and botanical abundance against background color independently to Sherwin Williams paints and resize. Lush botanical artistry perfect for New Orleans-inspired sunrooms, romantic dining rooms, garden-view breakfast nooks, verdant bedroom feature walls, and spaces celebrating that irresistible Southern love of overflowing courtyard garden abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-17-104-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/caldwell.jpg?v=1773356438","","","Caldwell - New Orleans Collection | ColorFlex Wallpaper","Caldwell wallpaper customization - two-color elaborate wall planter overflowing with lush botanicals in romantic New Orleans style. A gloriously abundant illustrated wall-mounted planter spills forth with lavish greens, trailing stems, and full blooming flowers in that richly detailed botanical illustration traditio...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","caldwell","1","Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW0055 LIGHT FRENCH GREY","01-17-104","17","104","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-cameron","Cameron","<p>Cameron wallpaper customization - three-color botanical cameos of potted plants linked by stylized floral frames and garlands in elegant New Orleans style. Charming cameo medallions showcase lovingly detailed potted plants, each framed in ornate stylized borders and connected by flowing floral garlands in that graceful neoclassical decorative tradition beloved of French Creole townhouses and the grand parlors of the New Orleans Garden District - customize background, cameo base, and cameo image with planters, frames and garlands independently to Sherwin Williams paints and resize. Refined botanical cameo artistry perfect for French Quarter sitting rooms, romantic garden-inspired bedrooms, elegant breakfast rooms, sophisticated powder rooms, and spaces celebrating that enchanting New Orleans fusion of neoclassical European formality and Southern botanical abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-17-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cameron.jpg?v=1773356439","1","Cameron pattern thumbnail","Cameron - New Orleans Collection | ColorFlex Wallpaper","Cameron wallpaper customization - three-color botanical cameos of potted plants linked by stylized floral frames and garlands in elegant New Orleans style. Charming cameo medallions showcase lovingly detailed potted plants, each framed in ornate stylized borders and connected by flowing floral garlands in that grace...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","cameron","2","Cameo Back,Frames","24x24","straight","SW7069 IRON ORE,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-17-105","17","105","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-cameron","Cameron","<p>Cameron wallpaper customization - three-color botanical cameos of potted plants linked by stylized floral frames and garlands in elegant New Orleans style. Charming cameo medallions showcase lovingly detailed potted plants, each framed in ornate stylized borders and connected by flowing floral garlands in that graceful neoclassical decorative tradition beloved of French Creole townhouses and the grand parlors of the New Orleans Garden District - customize background, cameo base, and cameo image with planters, frames and garlands independently to Sherwin Williams paints and resize. Refined botanical cameo artistry perfect for French Quarter sitting rooms, romantic garden-inspired bedrooms, elegant breakfast rooms, sophisticated powder rooms, and spaces celebrating that enchanting New Orleans fusion of neoclassical European formality and Southern botanical abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-17-105-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cameron.jpg?v=1773356439","","","Cameron - New Orleans Collection | ColorFlex Wallpaper","Cameron wallpaper customization - three-color botanical cameos of potted plants linked by stylized floral frames and garlands in elegant New Orleans style. Charming cameo medallions showcase lovingly detailed potted plants, each framed in ornate stylized borders and connected by flowing floral garlands in that grace...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","cameron","2","Cameo Back,Frames","24x24","straight","SW7069 IRON ORE,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-17-105","17","105","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-cameron","Cameron","<p>Cameron wallpaper customization - three-color botanical cameos of potted plants linked by stylized floral frames and garlands in elegant New Orleans style. Charming cameo medallions showcase lovingly detailed potted plants, each framed in ornate stylized borders and connected by flowing floral garlands in that graceful neoclassical decorative tradition beloved of French Creole townhouses and the grand parlors of the New Orleans Garden District - customize background, cameo base, and cameo image with planters, frames and garlands independently to Sherwin Williams paints and resize. Refined botanical cameo artistry perfect for French Quarter sitting rooms, romantic garden-inspired bedrooms, elegant breakfast rooms, sophisticated powder rooms, and spaces celebrating that enchanting New Orleans fusion of neoclassical European formality and Southern botanical abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-17-105-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cameron.jpg?v=1773356439","","","Cameron - New Orleans Collection | ColorFlex Wallpaper","Cameron wallpaper customization - three-color botanical cameos of potted plants linked by stylized floral frames and garlands in elegant New Orleans style. Charming cameo medallions showcase lovingly detailed potted plants, each framed in ornate stylized borders and connected by flowing floral garlands in that grace...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","cameron","2","Cameo Back,Frames","24x24","straight","SW7069 IRON ORE,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-17-105","17","105","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-catahoula","Catahoula","<p>Catahoula wallpaper customization - three-color elegant wireframe planters on wrought-iron scrolls with bead garlands over wide stripes in quintessential New Orleans style. Refined wireframe planters perch atop sinuous wrought-iron scroll supports festooned with cascading flowers and celebratory bead garlands, the whole glorious composition floating over a bold wide-stripe background in that exquisitely detailed line illustration tradition of French Quarter ironwork and Mardi Gras festivity - customize stripe color one, stripe color two, and overprint design independently to Sherwin Williams paints and resize. Festive ironwork artistry perfect for New Orleans-inspired dining rooms, celebratory entryways, carnival-spirited powder rooms, French Quarter sunrooms, and spaces celebrating that irresistible New Orleans marriage of wrought-iron elegance and joyful street festival abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-17-106-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/catahoula.jpg?v=1773356440","1","Catahoula pattern thumbnail","Catahoula - New Orleans Collection | ColorFlex Wallpaper","Catahoula wallpaper customization - three-color elegant wireframe planters on wrought-iron scrolls with bead garlands over wide stripes in quintessential New Orleans style. Refined wireframe planters perch atop sinuous wrought-iron scroll supports festooned with cascading flowers and celebratory bead garlands, the w...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","catahoula","2","Stripes,24x24","24x24","straight","SW0055 LIGHT FRENCH GRAY,SW0053 PORCELAIN,SW2848 ROYCROFT PEWTER","01-17-106","17","106","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-catahoula","Catahoula","<p>Catahoula wallpaper customization - three-color elegant wireframe planters on wrought-iron scrolls with bead garlands over wide stripes in quintessential New Orleans style. Refined wireframe planters perch atop sinuous wrought-iron scroll supports festooned with cascading flowers and celebratory bead garlands, the whole glorious composition floating over a bold wide-stripe background in that exquisitely detailed line illustration tradition of French Quarter ironwork and Mardi Gras festivity - customize stripe color one, stripe color two, and overprint design independently to Sherwin Williams paints and resize. Festive ironwork artistry perfect for New Orleans-inspired dining rooms, celebratory entryways, carnival-spirited powder rooms, French Quarter sunrooms, and spaces celebrating that irresistible New Orleans marriage of wrought-iron elegance and joyful street festival abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-17-106-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/catahoula.jpg?v=1773356440","","","Catahoula - New Orleans Collection | ColorFlex Wallpaper","Catahoula wallpaper customization - three-color elegant wireframe planters on wrought-iron scrolls with bead garlands over wide stripes in quintessential New Orleans style. Refined wireframe planters perch atop sinuous wrought-iron scroll supports festooned with cascading flowers and celebratory bead garlands, the w...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","catahoula","2","Stripes,24x24","24x24","straight","SW0055 LIGHT FRENCH GRAY,SW0053 PORCELAIN,SW2848 ROYCROFT PEWTER","01-17-106","17","106","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-catahoula","Catahoula","<p>Catahoula wallpaper customization - three-color elegant wireframe planters on wrought-iron scrolls with bead garlands over wide stripes in quintessential New Orleans style. Refined wireframe planters perch atop sinuous wrought-iron scroll supports festooned with cascading flowers and celebratory bead garlands, the whole glorious composition floating over a bold wide-stripe background in that exquisitely detailed line illustration tradition of French Quarter ironwork and Mardi Gras festivity - customize stripe color one, stripe color two, and overprint design independently to Sherwin Williams paints and resize. Festive ironwork artistry perfect for New Orleans-inspired dining rooms, celebratory entryways, carnival-spirited powder rooms, French Quarter sunrooms, and spaces celebrating that irresistible New Orleans marriage of wrought-iron elegance and joyful street festival abundance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-17-106-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/catahoula.jpg?v=1773356440","","","Catahoula - New Orleans Collection | ColorFlex Wallpaper","Catahoula wallpaper customization - three-color elegant wireframe planters on wrought-iron scrolls with bead garlands over wide stripes in quintessential New Orleans style. Refined wireframe planters perch atop sinuous wrought-iron scroll supports festooned with cascading flowers and celebratory bead garlands, the w...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","catahoula","2","Stripes,24x24","24x24","straight","SW0055 LIGHT FRENCH GRAY,SW0053 PORCELAIN,SW2848 ROYCROFT PEWTER","01-17-106","17","106","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-claiborne","Claiborne","<p>Claiborne wallpaper customization - three-color elegant planters festooned with flowing floral garlands over wide stripes in romantic New Orleans style. Graceful planters drift across a bold wide-stripe background, connected and adorned by softly cascading floral garlands in that timelessly feminine, garden-party tradition of French Creole entertaining and Southern floral abundance - customize stripe color one, stripe color two, and overprint design independently to Sherwin Williams paints and resize. Romantic floral garland artistry perfect for New Orleans-inspired bedrooms, garden-party dining rooms, dreamy sunrooms, elegant bridal suite inspired powder rooms, and spaces celebrating that softer, bloom-draped side of Southern garden romance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-17-107-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/claiborne.jpg?v=1773356442","1","Claiborne pattern thumbnail","Claiborne - New Orleans Collection | ColorFlex Wallpaper","Claiborne wallpaper customization - three-color elegant planters festooned with flowing floral garlands over wide stripes in romantic New Orleans style. Graceful planters drift across a bold wide-stripe background, connected and adorned by softly cascading floral garlands in that timelessly feminine, garden-party tr...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","claiborne","2","Stripes,Design","24x24","straight","SW7694 DROMEDARY CAMEL,SW7698 STRAW HARVEST,SW7740 MESSENGER BAG","01-17-107","17","107","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-claiborne","Claiborne","<p>Claiborne wallpaper customization - three-color elegant planters festooned with flowing floral garlands over wide stripes in romantic New Orleans style. Graceful planters drift across a bold wide-stripe background, connected and adorned by softly cascading floral garlands in that timelessly feminine, garden-party tradition of French Creole entertaining and Southern floral abundance - customize stripe color one, stripe color two, and overprint design independently to Sherwin Williams paints and resize. Romantic floral garland artistry perfect for New Orleans-inspired bedrooms, garden-party dining rooms, dreamy sunrooms, elegant bridal suite inspired powder rooms, and spaces celebrating that softer, bloom-draped side of Southern garden romance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-17-107-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/claiborne.jpg?v=1773356442","","","Claiborne - New Orleans Collection | ColorFlex Wallpaper","Claiborne wallpaper customization - three-color elegant planters festooned with flowing floral garlands over wide stripes in romantic New Orleans style. Graceful planters drift across a bold wide-stripe background, connected and adorned by softly cascading floral garlands in that timelessly feminine, garden-party tr...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","claiborne","2","Stripes,Design","24x24","straight","SW7694 DROMEDARY CAMEL,SW7698 STRAW HARVEST,SW7740 MESSENGER BAG","01-17-107","17","107","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-claiborne","Claiborne","<p>Claiborne wallpaper customization - three-color elegant planters festooned with flowing floral garlands over wide stripes in romantic New Orleans style. Graceful planters drift across a bold wide-stripe background, connected and adorned by softly cascading floral garlands in that timelessly feminine, garden-party tradition of French Creole entertaining and Southern floral abundance - customize stripe color one, stripe color two, and overprint design independently to Sherwin Williams paints and resize. Romantic floral garland artistry perfect for New Orleans-inspired bedrooms, garden-party dining rooms, dreamy sunrooms, elegant bridal suite inspired powder rooms, and spaces celebrating that softer, bloom-draped side of Southern garden romance. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-17-107-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/claiborne.jpg?v=1773356442","","","Claiborne - New Orleans Collection | ColorFlex Wallpaper","Claiborne wallpaper customization - three-color elegant planters festooned with flowing floral garlands over wide stripes in romantic New Orleans style. Graceful planters drift across a bold wide-stripe background, connected and adorned by softly cascading floral garlands in that timelessly feminine, garden-party tr...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","claiborne","2","Stripes,Design","24x24","straight","SW7694 DROMEDARY CAMEL,SW7698 STRAW HARVEST,SW7740 MESSENGER BAG","01-17-107","17","107","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
"new-orleans-concordia","Concordia","<p>Concordia wallpaper customization - pastoral leisure scene over wide stripes in romantic New Orleans style. An elegantly framed oval period illustration captures a refined gentleman and two ladies at graceful repose in the countryside, adorned with cascading garlands, sinuous scrolls, and hanging tassels floating over a bold wide-stripe background in theatrical toile-meets-neoclassical tradition of antebellum and French Creole salon culture - customize colors independently to Sherwin Williams paints and resize. Perfect for dramatic dining rooms, antebellum-inspired parlors, romantic  bedrooms, powder rooms. Designer wallpaper, peel &amp; stick, and decorator fabric in YOUR exact Sherwin Williams colors at saffroncottage.shop</p><p><em>Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</em></p>","New Orleans","Home & Garden > Decor","ColorFlex Pattern","new-orleans, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-17-108-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/concordia.jpg?v=1773356443","1","Concordia pattern thumbnail","Concordia - New Orleans Collection | ColorFlex Wallpaper","Concordia wallpaper customization - pastoral leisure scene over wide stripes in romantic New Orleans style. An elegantly framed oval period illustration captures a refined gentleman and two ladies at graceful repose in the countryside, adorned with cascading garlands, sinuous scrolls, and hanging tassels floating ov...","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","new-orleans","concordia","2","Stripes,Design","24x24","straight","SC0001 COTTAGE LINEN,SW0053 PORCELAIN,SW0034 ROYCROFT ROSE","01-17-108","17","108","","Our New Orleans collection combines the romantic history of French Cajun culture and the American South.  Fantastic designs that can be recolored and resized to your desire."
